epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
929,21630.3,0.87924,0.45002,0.79573,0.85696,0.70794,0.7772,0.45339,1.39627,0.65736,0.8327,0.0008128,0.0008128,0.0008128
930,21652.5,0.89105,0.45302,0.7968,0.85538,0.70794,0.77727,0.45323,1.39625,0.6571,0.83269,0.0008029,0.0008029,0.0008029
931,21675,0.88192,0.44758,0.79674,0.85247,0.70794,0.77692,0.45229,1.39524,0.65745,0.83257,0.000793,0.000793,0.000793
932,21697.6,0.88585,0.44938,0.79575,0.85469,0.70794,0.77736,0.452,1.39665,0.658,0.83271,0.0007831,0.0007831,0.0007831
933,21719.7,0.88332,0.45406,0.79571,0.85518,0.70795,0.77732,0.45396,1.39596,0.65733,0.8327,0.0007732,0.0007732,0.0007732
934,21741.8,0.87774,0.44978,0.79716,0.85433,0.70839,0.77742,0.45337,1.39628,0.65744,0.83274,0.0007633,0.0007633,0.0007633
935,21764.1,0.87682,0.44958,0.79573,0.85372,0.70819,0.77711,0.45203,1.39781,0.65829,0.83287,0.0007534,0.0007534,0.0007534
936,21785.9,0.87707,0.44747,0.79463,0.85519,0.70751,0.77752,0.4529,1.39809,0.65911,0.8329,0.0007435,0.0007435,0.0007435
937,21807.7,0.87151,0.4526,0.79631,0.85572,0.70751,0.77755,0.45208,1.39856,0.65916,0.83287,0.0007336,0.0007336,0.0007336
938,21829.7,0.87278,0.446,0.79467,0.85512,0.70794,0.77749,0.45201,1.3984,0.65923,0.83296,0.0007237,0.0007237,0.0007237
939,21851.5,0.89375,0.45403,0.80046,0.85519,0.70753,0.77747,0.45214,1.39865,0.65906,0.83297,0.0007138,0.0007138,0.0007138
940,21873.3,0.88315,0.44824,0.79598,0.85533,0.70818,0.7773,0.45225,1.39973,0.65998,0.83298,0.0007039,0.0007039,0.0007039
941,21895.3,0.8702,0.44626,0.7966,0.85518,0.70709,0.77703,0.45084,1.40141,0.65984,0.83301,0.000694,0.000694,0.000694
942,21917.2,0.86781,0.44239,0.79655,0.85473,0.70753,0.77693,0.45221,1.40049,0.66008,0.83311,0.0006841,0.0006841,0.0006841
943,21939.7,0.87329,0.44917,0.79524,0.85608,0.69942,0.77671,0.45435,1.4006,0.66,0.83333,0.0006742,0.0006742,0.0006742
944,21962,0.87067,0.44484,0.79432,0.85567,0.69941,0.77588,0.45257,1.40117,0.6599,0.83325,0.0006643,0.0006643,0.0006643
945,21984.2,0.8751,0.44913,0.79434,0.86363,0.69358,0.77576,0.45262,1.40077,0.65895,0.83342,0.0006544,0.0006544,0.0006544
946,22006.5,0.86683,0.44666,0.79562,0.86373,0.69358,0.77605,0.45493,1.40064,0.65897,0.83338,0.0006445,0.0006445,0.0006445
947,22028.7,0.85644,0.44064,0.7951,0.86192,0.69358,0.77598,0.45308,1.40114,0.65978,0.8334,0.0006346,0.0006346,0.0006346
948,22050.9,0.85936,0.43859,0.79442,0.86142,0.69401,0.77667,0.45336,1.40128,0.65906,0.83344,0.0006247,0.0006247,0.0006247
949,22072.9,0.86398,0.44122,0.79446,0.85803,0.69443,0.77702,0.45299,1.40123,0.6601,0.83367,0.0006148,0.0006148,0.0006148
950,22094.9,0.85655,0.43751,0.79522,0.85845,0.69443,0.77694,0.45285,1.402,0.65979,0.83351,0.0006049,0.0006049,0.0006049
951,22117.2,0.86801,0.44398,0.79538,0.85889,0.69401,0.77627,0.45213,1.40345,0.65988,0.83367,0.000595,0.000595,0.000595
952,22139.1,0.86533,0.44098,0.79565,0.85876,0.69401,0.77671,0.45319,1.40477,0.66067,0.83378,0.0005851,0.0005851,0.0005851
953,22161.2,0.86089,0.44052,0.79605,0.85882,0.69377,0.77681,0.45201,1.40514,0.66064,0.83407,0.0005752,0.0005752,0.0005752
954,22183.3,0.85968,0.43678,0.79473,0.8635,0.69635,0.77673,0.45173,1.40553,0.66049,0.83413,0.0005653,0.0005653,0.0005653
955,22205.7,0.86336,0.43853,0.79519,0.86453,0.69233,0.77656,0.45276,1.40575,0.66182,0.83418,0.0005554,0.0005554,0.0005554
956,22227.9,0.86792,0.44118,0.79631,0.86411,0.69176,0.77633,0.45252,1.40635,0.66119,0.83408,0.0005455,0.0005455,0.0005455
957,22249.5,0.86636,0.44026,0.7957,0.86394,0.69145,0.77579,0.45194,1.40588,0.66104,0.83398,0.0005356,0.0005356,0.0005356
958,22271.6,0.85923,0.43617,0.79562,0.86349,0.69102,0.77548,0.45324,1.40687,0.66063,0.83431,0.0005257,0.0005257,0.0005257
959,22293.8,0.85837,0.43729,0.79283,0.86387,0.69143,0.77599,0.45513,1.40622,0.66,0.83425,0.0005158,0.0005158,0.0005158
960,22315.8,0.85962,0.43934,0.79383,0.8638,0.69144,0.77585,0.45287,1.40557,0.66072,0.8342,0.0005059,0.0005059,0.0005059
961,22338,0.84913,0.43202,0.79523,0.86387,0.69102,0.77537,0.45345,1.40545,0.66091,0.83433,0.000496,0.000496,0.000496
